,cluster no,tweet id,tweet
601,601,0,Tamgha-e-Imtiaz recipient #MehwishHayat  has written a beautiful post narrating her journey as an actress and expre… https://t.co/vBTA84Z9Rt
602,602,0,RT @arydigitalasia: Heartiest congratulations to all the recipients of the Civil Awards. More power to you all. @MehwishHayat @wasimakramli…
603,603,1,The minister deplored the PPP leaders for bringing along several party activists to the #NAB office when they were… https://t.co/bboe77mrny
604,604,0,"According to the military’s media wing, pilots of the aircraft remained unhurt while the plane endured minor damage… https://t.co/zS5Xym1bQr"
605,605,1,"As the battle for justice and the fight taken up by Mannat enters its 12th phase, ARY Digital’s #Cheekh gets a new… https://t.co/FgBRpjOAIY"
606,606,0,"The government has managed to bring down electricity theft and saved Rs 42 billion, so far in the campaign, he said… https://t.co/WFfoJmejK1"
607,607,0,“We have confidence in the #Boeing airplanes and we are sure they will find the issue they had which is still under… https://t.co/gP9HNeNL6u
608,608,0,"“No medical board has recommended his surgery, neither his bail issue is a hardship case,” the NAB reply said… https://t.co/A9uJqurSqC"
609,609,0,A division bench comprising Justice Aalia Neelum and Justice Sardar Muhammad Sarfaraz Dogar expressed displeasure o… https://t.co/2gcD9XaFbv
610,610,0,"#YouTube has denied that it is cancelling high-end dramas and comedies on its paid service platform, refuting the c… https://t.co/VuSYjvXTKS"
611,611,0,"According to the police, the minor was playing with his father’s pistol mistaking it for a toy when the bullet was… https://t.co/bmwwdaPwDD"
612,612,0,The Supreme Court offered three options to former president Pervez Musharraf to record his statement in high treaso… https://t.co/V4hsvwAPPg
613,613,0,Director General Inter-Service Public Relations (ISPR) Major Gen Asif Ghafoor has ruled out the possibility a nucle… https://t.co/H2D3DHkHbh
614,614,0,"The airport’s manager said all arrangements have been made to receive the body at the cargo terminal. Upon arrival,… https://t.co/QW1joxxWuJ"
615,615,0,"Anti-Smuggling Organization recovers 6,000 kg smuggled betel nuts, lakhs of cigarettes https://t.co/Z9k2KJf4jQ"
616,616,0,Police arrest three suspected weapon suppliers from Azizabad https://t.co/H1r4Fcegnd
617,617,0,"Influential man tortures widow, torches her house in Khanpur https://t.co/ZNbfWh6CCz"
618,618,0,President Dr. #ArifAlvi has said the #Muslim countries needed to devise a joint strategy to tackle the phenomenon o… https://t.co/PiViJElerr
619,619,0,#Iraq’s parliament sacked the governor of a northern province where 100 people died in a ferry disaster that sparke… https://t.co/JUVLjesQpC
620,620,0,"Federal Minister for National Health Services, #AamirMehmoodKiani said that an integrated strategy was being formul… https://t.co/JFLrBn8kek"
621,621,0,"Special Assistant to the #PrimeMinister, #IftikharDurrani, has said that the ‘save corruption’ movements were being… https://t.co/pZHZ0Ugecn"
622,622,0,Thousands gathered in #NewZealand’s cities to #protest racism and remember the 50 Muslims killed by a gunman in… https://t.co/dNTD6vAjtK
623,623,0,The Anti-Narcotics Force (#ANF) claimed to have seized three kilograms #heroin worth about Rs130 million from a pas… https://t.co/41swMuM6pP
624,624,0,At least one person lost his life and four left wounded in a cylinder explosion at Combined Natural Gas (#CNG) fill… https://t.co/IPXudKwcyh
625,625,0,Federal Minister for Water Resources #FaisalVawda said the government would resolve all the issues facing students… https://t.co/52PyTmkkuW
626,626,0,"#ArshadSharif, ARY News anchorperson and senior investigative journalist, received the Presidential Pride of Perfor… https://t.co/c3IKs6FWYY"
627,627,0,"#Italy endorsed #China’s ambitious “Belt and Road” infrastructure plan, becoming the first major Western power to b… https://t.co/7pOGnHPH6T"
628,628,0,#Police held #KElectric power supplying company responsible for Gulshan-e-Iqbal building fire incident which claime… https://t.co/1zyKeHrdhs
629,629,0,Chief Minister #Sindh #SyedMuradAliShah paid a visit to Central Jail #Karachi and mingled with jail staff and priso… https://t.co/ZUdOahNiC3
630,630,0,"Two cricket balls with signatures of #PrimeMinister #ImranKhan were auctioned for 65,000 Canadian dollars during a… https://t.co/62LDdgRatf"
631,631,0,A rare three-month-old albino penguin made its first public appearance at a zoo in the Polish Baltic port city of G… https://t.co/08c0IA8tT9
632,632,0,"RT @bakhabarsavera: Special guest today in Bakhabar Savera, parents of PAF's first female martyred pilot Mariyam Mukhtiar.

Full video here…"
633,633,0,"In a statement, he said each member of her family who sacrificed life was brilliant and had eminent upright charact… https://t.co/FfiS50PIfF"
634,634,0,"Worries about economic growth prospects hit global stock markets, causing sharp price drops on both sides of the At… https://t.co/sY06aKmI4S"
635,635,0,"Two months after an upstream tailings dam owned by mining giant Vale burst, spewing millions of tons of minerals-la… https://t.co/1RYvNXm9X6"
636,636,0,"The Pakistan-made, well-equipped epitome of infinite power, JF 17 Thunder tearing the sky to pave way for them to s… https://t.co/ezoQQrlLh2"
637,637,0,RT @arynewsud: ٹیم سرِعام کی جانباز خواتین صبح 9:00 بجے سے ہی بہالپور کے ہاکی اسٹیڈیم پہنچنا شروع۔ دوپہر 1:00 بجے اقرارالحسن پاکستان کے ہر…
638,638,0,"“We don’t believe in fighting but our desire for peace should not be misconstrued as our weakness,” he said while a… https://t.co/JiZuR2upnm"
639,639,0,#Nokia sought to play down the risks of an investigation into compliance issues at its Alcatel-Lucent business afte… https://t.co/wdWqKkx0E1
640,640,0,‘I tendered resignation due to personal reasons’: Sharjeel Memon https://t.co/ofuynMy6hq
641,641,1,"After playing in 28 professional baseball seasons across 2 continents, Ichiro Suzuki called it a career in his nati… https://t.co/cb5KxcPzK2"
642,642,0,The PML-N has written a letter to the additional secretary interior seeking permission for the both to meet incarce… https://t.co/NAUyccAc0n
643,643,0,"The epicentre of the earthquake was the Hindukash region, at the depth of 80 kilometer, according to the National S… https://t.co/eAXaNQQkIV"
644,644,0,"He said this while talking to Minister of Defense of the Republic of Azerbaijan, General Zakir Hasanov Asgar Oglu,… https://t.co/Iyg2kFWDU1"
645,645,0,Former Indian batsman Gautam Gambhir has officially made his politics debut by joining the Bharatiya Janata Party (… https://t.co/AEBrbQFGMk
646,646,0,"As per initial reports, at least four unknown assailants on two motorbikes, opened fire at a vehicle as it was ridi… https://t.co/NsWL2zjzRK"
647,647,0,"At least two persons have been wounded in firing at a car, reportedly registered with renowned cleric Mufti Taqi Us… https://t.co/7Wz7R0gayC"
648,648,0,"The troops martyred two Kashmiris including a 12-year-old boy, Atif Ahmed Mir, during continued cordon and search o… https://t.co/5lHTaA5eG1"
649,649,0,"#WorldWaterDay being marked today 
https://t.co/WSR6MzcTcQ"
650,650,0,RT @arydigitalasia: What are your views on the story? Have your say in the comments’ section below. #Holi2019 @ImranKhanPTI @TheMahiraKhan…
651,651,0,A close circuit TV (#CCTV) footage has surfaced of a #kidnapping incident in which unidentified man snatched a newb… https://t.co/GuihzSml0O
652,652,0,The Water and Power Development Authority (#WAPDA) said immediate measures were required to tackle possible… https://t.co/ENQ3GGZZQN
653,653,0,The Counter Terrorism Department (#CTD) claimed to have arrested at least four target killers from different areas… https://t.co/oRlsra4jaG
654,654,0,"RT @ARYSports_Web: Do you know who @IsbUnited's real 'Sheru' is?
#PSLWithARY

https://t.co/zNqKS2BI2G"
655,655,0,A group of students from #Harvard #KennedySchool called on Prime Minister #ImranKhan at his office in #Islamabad… https://t.co/ZdfeExGaYg
656,656,0,"Commissioner #Karachi, during a meeting, decided that all #wedding functions at halls should be winded up by 11pm… https://t.co/UExurCskpg"
657,657,0,"“The building had no fire safety tools either,” said family of Jahanzaib, who lost his life in the tragic incident… https://t.co/CZXsDbzGZs"
658,658,0,"The governor of the Orenburg region in the south of the Ural mountains, Yury Berg, resigned after nine years in the… https://t.co/226fTsEttR"
659,659,0,"As the #PakistanDay is coming nearer, the Inter Services Public Relations released a new promo Voice of Media…… https://t.co/uYXo2u3fxC"
660,660,0,He appreciated the quick response of the local authorities and the high level of respect shown by the Prime Ministe… https://t.co/ivjj19yYFP
661,661,0,The court found accused Danish guilty of the offence and awarded him 14 years imprisonment and ordered him to pay R… https://t.co/WIoie2FuR9
662,662,0,The national flag-carrier issued directives for following Time Management System (TMS) as manual entries of attenda… https://t.co/mYMLAWpV8N
663,663,0,"The ECP has announced the schedule for the election of the office of deputy mayor, which was vacated due to disqual… https://t.co/pWa1Val5Ra"
664,664,0,One female and four males were tagged in a marine reserve during a six-day expedition to the islands of Isabela and… https://t.co/yYRBt3nxOW
665,665,0,"RT @ARYSports_Web: 'This is a series of opportunity, a chance to test bench strength &amp; work out final combinations for the WC' - Mickey Art…"
666,666,0,The apex court restrained the National Accountability Bureau from proceeding with its reference against the real es… https://t.co/7LVSFHkMis
667,667,0,"RT @bakhabarsavera: 'World Poetry Day' is being observed today!
Share with us your favorite poetry in the comments below.

Full program her…"
668,668,0,The trapped citizens were still waiting for being evacuated as no rescue machinery and fire tenders have reached th… https://t.co/v0rPKmpjIF
669,669,0,"RT @bakhabarsavera: Pakistani players rules in 'Special Olympics', won 12 gold medals!

Full program here: https://t.co/hZSpMwGuPb
#Bakhaba…"
670,670,0,RT @ARYNEWSOFFICIAL: A weedkiller was a “substantial factor” in the cancer of a US man who developed a lump in his throat after decades of…
671,671,0,ECC meeting approved supplementary grant amounting to Rs1795 million for the temporarily dislocated persons from No… https://t.co/jIKPQSOcfB
672,672,0,"Germany’s second-richest family, which controls brands like Krispy Kreme and Pret A Manger, looked into its past an… https://t.co/zcQExPnIRk"
673,673,0,Recent headlines about the deadly violence inflicted on women traveling alone have raised hard questions about how… https://t.co/wRO0ifD99C
674,674,0,"Silicon Valley venture capitalists who backed ""unicorn"" start-ups are now embodying a different animal metaphor: th… https://t.co/ECbsyEiGeR"
675,675,0,"If you are having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-800-273-8255 (TALK). You… https://t.co/YrNjpllZgM"
676,676,0,"RT @TimHerrera: This is why you procrastinate. (It has nothing to do with self-control, laziness or time management.) https://t.co/mUSUmuIC…"
677,677,0,"RT @nytimesworld: “I am afraid of water to begin with, and you can see that you are running on water,” said one of the marathoners. The boo…"
678,678,0,"How ""Us"" turned the weed anthem ""I Got 5 on It"" into a creepy horror theme https://t.co/sFAWuaqDYf"
679,679,0,Democrats vowed to push forward with investigations into every aspect of the Trump presidency and for access to the… https://t.co/QMLEVrdJeY
680,680,0,"Can a city cancel out its greenhouse gas emissions? Copenhagen intends to, and fast. https://t.co/bxVzFAXwtP"
681,681,0,"In 1999, a fire deep inside the Mont Blanc Tunnel killed 39 people and turned a motorcycle-riding security guard in… https://t.co/ul5dq6b3Ag"
682,682,0,Analysis: There are still other clouds overhead for President Trump. But the end of the investigation without findi… https://t.co/PGq3MmmaUR
683,683,0,Morning Briefing: Here's what you need to know to start your day https://t.co/bJH7rrNQc9  [Corrected link]
684,684,0,"RT @NYTMetro: A massive steel beam in New Jersey will soon be trucked across the Hudson and driven (carefully, very carefully) to the World…"
685,685,0,Here are 28 pasta recipes that will help you celebrate spring https://t.co/XDwOPiNQIp
686,686,0,A growing number of video games are tackling mental health issues like depression and anxiety https://t.co/kdQpo6HdVQ
687,687,0,"When she came to run a marathon across a frozen lake, nobody warned her that the ice would rumble and shake under h… https://t.co/CKPMbqfX6m"
688,688,0,"RT @NellieBowles: Life for anyone but the very rich — the physical experience of learning, living and dying — is increasingly mediated by s…"
689,689,0,Pilots from 5 airlines strapped into flight simulators to see how they would have handled the situation that is bel… https://t.co/jw59tMLkxb
690,690,0,"""The design of shows like 'Billions' and 'Succession' implies, more and less subtly, a critique of wealth itself. C… https://t.co/xjhN4szsPg"
691,691,0,RT @TomJolly: Tomorrow’s @nytimes tonight: Another one that speaks for itself. #nytimes https://t.co/QJXWKsbOi4
692,692,0,"“He’s in a really good mood. He’s just very happy with how it all turned out,"" a deputy White House press secretary… https://t.co/nkOvYJxoaS"
693,693,0,"RT @nytmike: One of the main reasons for a special counsel is to remove political influence from an investigation. In this case, the specia…"
