EventID	Description	Category
20301	"The Syrian government announces via its state media that it will suspend military"	"Armed conflicts and attacks"
20301	"The Syrian government announces hat it will suspend military operations from Friday to Monday"	"Armed conflicts and attacks"
20301	"Syrian government announces via its state media that it will suspend military operations from Friday to Monday"	"Armed conflicts and attacks"
20301	"syrian government suspends military operations during ceasefire"	"Armed conflicts and attacks"
20301	"use of the word ceasefire in the correct context."	"Armed conflicts and attacks"
20301	"The Syrian government announces via its state media that it will suspend military operations from Friday to Monday, during Muslim Eid al-Adha holiday"	"Armed conflicts and attacks"
20302	"GDP-2012 Summer Olympics "	"Business and economics"
20302	"Olympics recession "	"Business and economics"
20302	"Olymipics help UK to growth"	"Business and economics"
20302	"2012 Summer Olympics UK economy"	"Business and economics"
20302	"GDP 2012 Summer Olympics"	"Business and economics"
20302	"2012 Summer Olympics helped the UK economy."	"Business and economics"
20302	"2012 summer olympics "	"Business and economics"
20302	"Summer Olympics helped the UK economy emerge from recession"	"Business and economics"
20302	"GDP figures indicate the 2012 Summer Olympics helped the UK economy"	"Business and economics"
20302	" GDP figures indicate the 2012 Summer Olympics"	"Business and economics"
20302	"GDP figures indicate the 2012 Summer Olympics helped "	"Business and economics"
20302	"2012 Summer Olympics"	"Business and economics"
20302	"2012 Summer Olympics helped the UK economy emerge from recession"	"Business and economics"
20302	" GDP figures indicate the 2012 Summer Olympics "	"Business and economics"
20302	"Official GDP figures indicate the 2012 Summer Olympics"	"Business and economics"
20302	"UK economy after 2012 Olympics"	"Business and economics"
20302	"How much GDP growth did the 2012 Summer Olympics help the UK economy? "	"Business and economics"
20302	"2012 Summer Olympics helped the UK economy."	"Business and economics"
20302	"UK economy emerge from recession in the three months "	"Business and economics"
20302	"2012 Summer Olympics helped the UK economy emerge from recession "	"Business and economics"
20302	" 2012 Summer Olympics"	"Business and economics"
20302	" GDP figures indicate"	"Business and economics"
20302	"the 2012 Summer Olympics helped the UK economy emerge from recession"	"Business and economics"
20302	"london olympics recession"	"Business and economics"
20303	"Costa Coffee pulls out of Totnes"	"Business and economics"
20303	"Costa Coffee - the world's second-largest coffeehouse chain"	"Business and economics"
20303	"Costa Coffee pulls out of Totnes"	"Business and economics"
20303	"the world's second-largest coffeehouse chain"	"Business and economics"
20303	"Costa Coffee pulls out of Totnes"	"Business and economics"
20303	"Costa Coffee world's second-largest coffeehouse "	"Business and economics"
20304	"hurricane sandy bahamas cuba jamaica"	"Disasters"
20304	"Hurricane Sandy"	"Disasters"
20304	"Hurricane Sandy."	"Disasters"
20304	"Hurricane Sandy heads towards The Bahamas "	"Disasters"
20304	"Hurricane Sandy."	"Disasters"
20304	"Hurricane Sandy heads towards The Bahamas after making landfall in Cuba "	"Disasters"
20304	"Hurricane Sandy heads towards The Bahamas after making landfall in Cuba and Jamaica. "	"Disasters"
20304	"Hurricane Sandy latest news"	"Disasters"
20304	"Hurricane heads towards bahamas after cuba and jamaica"	"Disasters"
20304	"Hurricane Sandy heads towards The Bahamas"	"Disasters"
20304	"Hurricane sandy Bahammas"	"Disasters"
20304	"hurricane sandy"	"Disasters"
20304	"hurricane sandy"	"Disasters"
20304	"Hurricane Sandy."	"Disasters"
20304	"Hurricane Sandy heads towards The Bahamas after making landfall in Cuba and Jamaica"	"Disasters"
20304	"Hurricane Sandy"	"Disasters"
20304	"Hurricane sandy blast on cuba"	"Disasters"
20304	"Hurricane Sandy "	"Disasters"
20305	"irish celebrity pregnant rape"	"Law and crime"
20305	"A rape claim against a major Irish celebrity is investigated. The victim was made pregnant during her ordeal. "	"Law and crime"
20305	"Rape claim against Irish celebrity, got pregnant."	"Law and crime"
20305	"A rape claim against a major Irish celebrity is investigated. The victim was made pregnant during her ordeal."	"Law and crime"
20305	"Irish celebrity is investigated"	"Law and crime"
20305	"rape claim against a major Irish celebrity is investigated"	"Law and crime"
20305	"Irish celebrity rape investigation"	"Law and crime"
20305	"Gardai probe rape claim against major celebrity"	"Law and crime"
20305	"A rape claim against a major Irish celebrity is investigated."	"Law and crime"
20305	"Rape irish celebrity investigated victim pregnant"	"Law and crime"
20305	"rape Irish celebrity"	"Law and crime"
20305	"rape claim against major Irish celebrity"	"Law and crime"
20305	"A rape claim against a major Irish celebrity is investigated. The victim was made pregnant during her ordeal. "	"Law and crime"
20305	"Rape claim against major Irish celebrity"	"Law and crime"
20305	"A rape claim against a major Irish celebrity is investigated."	"Law and crime"
20305	"Irish celebrity rape investigation"	"Law and crime"
20305	"A rape claim against a major Irish celebrity "	"Law and crime"
20305	"A rape claim against a major Irish celebrity is investigated."	"Law and crime"
20305	"rape claim against a major Irish celebrity"	"Law and crime"
20305	"major Irish celebrity"	"Law and crime"
20305	"major Irish celebrity is investigated"	"Law and crime"
20306	"verdict for policeman in aftermath of 2011 england riots"	"Law and crime"
20306	"A jury fails to reach a verdict."	"Law and crime"
20306	"No verdict in PC race abuse trial"	"Law and crime"
20306	"racially abused "	"Law and crime"
20306	"jury fails to reach a verdict in the retrial of a policeman "	"Law and crime"
20306	"2011 England riots policeman jury verdict"	"Law and crime"
20306	"Racist policeman verdict 2011 England riots"	"Law and crime"
20306	"macfarlane racial abuse"	"Law and crime"
20306	" 2011 England riots."	"Law and crime"
20307	"Scotland Yard says that the number of potential victims"	"Law and crime"
20307	"Scotland Yard says that the number of potential victims in the Jimmy Savile sexual abuse scandal has risen to 300"	"Law and crime"
20307	"Scotland Yard Jimmy Savile sexual abuse"	"Law and crime"
20307	"Jimmy Savile Sexual abuse"	"Law and crime"
20307	"Scotland Yard says that the number of potential victims in the Jimmy Savile sexual abuse scandal"	"Law and crime"
20307	"Savile victims"	"Law and crime"
20307	"Scotland Yard Jimmy Savile 300 victims"	"Law and crime"
20307	"Scotland Yard says that the number of potential victims in the Jimmy Savile sexual abuse scandal has risen to 300"	"Law and crime"
20307	"victims in the Jimmy Savile sexual abuse."	"Law and crime"
20307	"Jimmy Savile."	"Law and crime"
20307	"Jimmy Savile."	"Law and crime"
20307	"immy Savile sexual abuse scandal"	"Law and crime"
20307	"jimmy Savile sex scandal victims"	"Law and crime"
20307	"Scotland Yard says that the number of potential victims "	"Law and crime"
20307	"Jimmy Savile: 300 'victims'"	"Law and crime"
20307	"Jimmy Savile."	"Law and crime"
20307	"Scotland yard victims jimmy savile abbuse 300"	"Law and crime"
20307	"the number of potential victims in the Jimmy Savile sexual abuse scandal has risen"	"Law and crime"
20307	"savile"	"Law and crime"
20308	"Police officer charged with kidnapping women"	"Law and crime"
20308	"charged with allegedly conspiring to cross state lines and kidnap, torture, cook, and eat women "	"Law and crime"
20308	"Gilberto Valle III -New York Police Department officer"	"Law and crime"
20308	"New York Police Department officer, 6-year employee Gilberto Valle III is charged with allegedly conspiring to cross state lines and kidnap"	"Law and crime"
20308	"Gilberto Valle and details of crimes planned"	"Law and crime"
20308	"ny police officer valle charged with cannibalism plan"	"Law and crime"
20308	"A New York Police Department officer, 6-year employee"	"Law and crime"
20308	"6-year employee Gilberto Valle III along with an unnamed co-conspirator, is charged with allegedly conspiring to cross state lines and kidnap"	"Law and crime"
20308	"A New York Police Department officer"	"Law and crime"
20308	"A New York Police Department officer could get up to life in prison"	"Law and crime"
20308	"Gilberto Valle cook eat women"	"Law and crime"
20308	"New York police officer kidnap women"	"Law and crime"
20308	"Nypd officer Valle charged with attempted cannibalism"	"Law and crime"
20308	"Gilberto Valle III"	"Law and crime"
20308	"New York police officer arrested in plot to kidnap"	"Law and crime"
20308	" Gilberto Valle III along with an unnamed co-conspirator, is charged with allegedly conspiring to cross state lines and kidnap,"	"Law and crime"
20309	"Mitt Romney's campaign is linked to Hart InterCivic "	"Politics and elections"
20309	"mitt romney voting machines ballots ohio"	"Politics and elections"
20309	"U.S. presidential candidate Mitt Romney's campaign is linked to Hart InterCivic "	"Politics and elections"
20309	"The voting machines to tally the ballots, Ohio U.S"	"Politics and elections"
20309	"Hart InterCivic a firm providing the voting machines"	"Politics and elections"
20309	"Amid concerns of voting fraud, U.S. presidential candidate Mitt Romney's campaign is linked "	"Politics and elections"
20309	"U.S. presidential candidate Mitt Romney's campaign is linked to Hart InterCivic a firm providing the voting machines to be used to tally the ballots in the crucial state of Ohio"	"Politics and elections"
20309	"Mitt romney compaign hart intercivic voting machine provider ballots ohio"	"Politics and elections"
20309	"U.S. presidential candidate Mitt Romney's campaign is linked to Hart InterCivic"	"Politics and elections"
20309	"Mitt Romney's"	"Politics and elections"
20309	"InterCivic a firm providing the voting machines."	"Politics and elections"
20309	"voting fraud Mitt Romney's campaign"	"Politics and elections"
20309	"Romney's campaign linked to Hart InterCivic"	"Politics and elections"
20309	"U.S. presidential candidate Mitt Romney's campaign "	"Politics and elections"
20309	"concerns of voting fraud"	"Politics and elections"
20309	"U.S. presidential candidate Mitt Romney's campaign "	"Politics and elections"
20309	"Romney connected to voting machine firm"	"Politics and elections"
20309	"Romney's ohio voting machines"	"Politics and elections"
20309	" voting fraud, U.S. presidential candidate Mitt Romney's campaign"	"Politics and elections"
20309	"voting machines to be used to tally the ballots in the crucial state of Ohio."	"Politics and elections"
20309	"Intercivic voting fraud machins"	"Politics and elections"
20310	"Manuel Valls is embroiled in controversy amid reports."	"Politics and elections"
20310	"order to clear paris neighborhood of homeless by france interior minister"	"Politics and elections"
20310	"France's interior minister Manuel Valls is embroiled in controversy "	"Politics and elections"
20310	"Paris neighbourhood of homeless "	"Politics and elections"
20310	"homeless his wife is sufficient to life"	"Politics and elections"
20310	"France's interior minister Manuel Valls"	"Politics and elections"
20310	"manuel valls homeless people"	"Politics and elections"
20310	"France's interior minister Manuel Valls fam.... news"	"Politics and elections"
20311	"PM Bidzina Ivanishvili"	"Politics and elections"
20311	"New Georgia prime minister"	"Politics and elections"
20311	" Parliament of Georgia"	"Politics and elections"
20311	"Prime Minister Bidzina Ivanishvili and his cabinet."	"Politics and elections"
20311	"Bidzina Ivanishvili and his cabinet are approved by the Parliament of Georgia "	"Politics and elections"
20311	"Prime Minister Bidzina Ivanishvili and his cabinet are approved."	"Politics and elections"
20311	"Georgia Prime Minister cabinet victory"	"Politics and elections"
20311	"Prime Minister Bidzina Ivanishvili "	"Politics and elections"
20311	" Bidzina Ivanishvili and his cabinet"	"Politics and elections"
20311	"Prime Minister Bidzina Ivanishvili Parliament of Georgia parliamentary election"	"Politics and elections"
20311	"bidzina ivanishvili"	"Politics and elections"
20311	"Prime Minister Bidzina Ivanishvili and his cabinet are approved by the Parliament of Georgia"	"Politics and elections"
20312	""Likud Beiteinu"  who will be number 2 on the list."	"Politics and elections"
20312	"Likud Beiteinu" ("The Likud Is Our Home") and Netanyahu will be number 1 on the list"	"Politics and elections"
20312	"Likud Beiteinu."	"Politics and elections"
20312	"Israeli Prime Minister unification two parties"	"Politics and elections"
20312	"aeli Prime Minister and Likud chairman Benjamin Netanyahu and the Israeli Foreign Minister and Yisrael Beiteinu chairman Avigdor Lieberman announce the unification of their two partie"	"Politics and elections"
20312	"Benjamin Netanyahu and the Israeli Foreign Minister "	"Politics and elections"
20312	""Likud Beiteinu""	"Politics and elections"
20312	"Likud Beiteinu."	"Politics and elections"
20312	"Israeli Prime Minister and Likud chairman Benjamin Netanyahu"	"Politics and elections"
20312	"Unification of their two parties."	"Politics and elections"
20312	"netanyahu beiteinu"	"Politics and elections"
20312	"Israeli Prime Minister and Likud chairman Benjamin Netanyahu"	"Politics and elections"
20312	"sraeli Prime Minister and Likud chairman Benjamin Netanyahu and the Israeli Foreign Minister"	"Politics and elections"
20312	"Israel prime minister unification of two parties upcoming election 2013"	"Politics and elections"
20312	"Israel Prime Minister"	"Politics and elections"
20312	"Israel's Likud Party and Yisrael Beitenu to join forces"	"Politics and elections"
20312	"Israeli Prime Minister and Likud chairman Benjamin Netanyahu and the Israeli Foreign Minister and Yisrael Beiteinu chairman Avigdor Lieberman announce the unification of their two parties"	"Politics and elections"
20312	" Netanyahu will be number 1 on the list, followed by Liberman who will be number 2 on the list."	"Politics and elections"
20312	""The Likud Is Our Home""	"Politics and elections"
20312	"Israel prime minister party unification"	"Politics and elections"
20312	"Likud Beiteinu."	"Politics and elections"
20312	"the joint party will be called "Likud Beiteinu" ("The Likud Is Our Home") and Netanyahu will be number 1 on the list"	"Politics and elections"
20312	"Benjamin Netanyahu and Avigdor Lieberman"	"Politics and elections"
20312	"Israel's Likud Party"	"Politics and elections"
20312	"Likud Beiteinu"	"Politics and elections"
20312	"Israel's Likud Party "	"Politics and elections"
20312	"Benjamin Netanyahu and Avigdor Lieberman"	"Politics and elections"
20312	"likud merger netanyahu lieberman"	"Politics and elections"
20313	"Bishop Richard Williamson "	"Religion and diplomacy"
20313	"Holocaust Denier Expelled From Society of St. Pius X"	"Religion and diplomacy"
20313	"Bishop Richard Williamson expelled"	"Religion and diplomacy"
20313	"Society of Saint Pius X (SSPX) by its superior, Bishop Bernard Fellay"	"Religion and diplomacy"
20313	"Richard Williamson Holocaust Pius Expelled Catholic"	"Religion and diplomacy"
20313	" Society of Saint Pius X (SSPX) "	"Religion and diplomacy"
20314	"Emanuel Steward  notable for training 41 champion fightersdies at the age of 68"	"Sports"
20314	"Emanuel Steward"	"Sports"
20314	"death of Famed trainer Emanuel Steward "	"Sports"
20314	"emanuel steward boxing trainer dies"	"Sports"
20314	"Boxing Trainer Emanuel Steward"	"Sports"
20314	"Emanuel Steward."	"Sports"
20314	"Emanuel Steward, International Boxing Hall of Fame dies at the age of 68. "	"Sports"
20314	"Emanuel Steward, International Boxing Hall of Fame inducted trainer dies at the age of 68"	"Sports"
20314	"Emanuel Steward."	"Sports"
20314	"Emanuel Steward dies"	"Sports"
20314	" International Boxing Hall of Fame inducted trainer"	"Sports"
20314	"Emanuel Steward, International Boxing "	"Sports"
20314	"Emanuel Steward's death"	"Sports"
20314	"Emanuel Steward, International Boxing Hall of Fame inducted trainer,dies at the age of 68."	"Sports"
20314	"Emanuel Steward Boxing Dies"	"Sports"
20314	"Famed trainer Emanuel Steward dies"	"Sports"
20314	"Emanuel Steward Boxer trainer dies"	"Sports"
20314	"Emanuel Steward International Boxing Hall of Fame inducted"	"Sports"
20314	"Emanuel Steward, International Boxing Hall of Fame inducted trainer"	"Sports"
20314	"Emanuel Steward, International Boxing Hall of Fame inducted trainer,dies at the age of 68. "	"Sports"
20314	"emanuel steward dead"	"Sports"
20314	"emanuel steward trainer dead"	"Sports"
20314	"Emanuel Steward dies at the age of 68. "	"Sports"
20314	"Death of Emanuel Steward"	"Sports"
20314	"Emanuel Steward."	"Sports"
20314	"International Boxing Hall of Fame inducted trainer"	"Sports"
20314	"Emanuel Steward dead at 68"	"Sports"
20314	"Boxing trainer Emanuel steward dies at 68"	"Sports"
20314	"Emanuel Steward dies "	"Sports"
20314	"Emanuel Steward dies"	"Sports"
20314	"Emanuel Steward death"	"Sports"
20315	"car bombings rock Damascus,"	"Armed conflicts and attacks"
20315	"Two deadly car bombings rock Damascus"	"Armed conflicts and attacks"
20315	"Damascus car bombings"	"Armed conflicts and attacks"
20315	"Car bombings in Damascus "	"Armed conflicts and attacks"
20315	"deadly car bombings rock Damascus"	"Armed conflicts and attacks"
20315	"damascus bombings"	"Armed conflicts and attacks"
20315	"Two deadly car bombings rock Damascus."	"Armed conflicts and attacks"
20315	"two deadly car bombings rock Damascus"	"Armed conflicts and attacks"
20315	"Damascus car bombings ceasefire"	"Armed conflicts and attacks"
20315	"Car bomb in Damascus"	"Armed conflicts and attacks"
20315	"car bombing Damascus"	"Armed conflicts and attacks"
20315	"Two deadly car bombings rock Damascus."	"Armed conflicts and attacks"
20315	"car bombings in damascus"	"Armed conflicts and attacks"
20315	"Syrian state media.-car bombings "	"Armed conflicts and attacks"
20315	"car bombings Damascus Syria"	"Armed conflicts and attacks"
20315	"deadly car bombings Damascus"	"Armed conflicts and attacks"
20315	"deadly car bombings rock Damascus"	"Armed conflicts and attacks"
20315	"deadly car bombings rock Damascus"	"Armed conflicts and attacks"
20315	"Two deadly car bombings rock Damascus."	"Armed conflicts and attacks"
20315	"Syrian Car bomb"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned and legal action is threatened against those backing the protests"	"Armed conflicts and attacks"
20316	"bahrain protests"	"Armed conflicts and attacks"
20316	"Anti-government protests "	"Armed conflicts and attacks"
20316	"Anti-government protests are banned."	"Armed conflicts and attacks"
20316	"Bahrain bans protests"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned "	"Armed conflicts and attacks"
20316	"Anti-government protests are banned  Bahrain"	"Armed conflicts and attacks"
20316	" banned and legal action is threatened"	"Armed conflicts and attacks"
20316	"Anti government protests banned leagal action threat for protest backing"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned and legal action is threatened"	"Armed conflicts and attacks"
20316	"Anti-government protests banned"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned"	"Armed conflicts and attacks"
20316	"bahrain protest"	"Armed conflicts and attacks"
20316	"Anti government protests banned legal action backing protest"	"Armed conflicts and attacks"
20316	"Anti-government protests"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned and legal action is threatened against those backing the protests"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned  Bahrain"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned and legal action is threatened against those backing the protests. "	"Armed conflicts and attacks"
20316	"Anti-government protests are banned and legal action."	"Armed conflicts and attacks"
20316	"anti government protests banned"	"Armed conflicts and attacks"
20316	"Anti-government protests are banned"	"Armed conflicts and attacks"
20316	"Protesters storm Libya congress after prime minister presents government:"	"Armed conflicts and attacks"
20316	"Bahrain now banning protests"	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators in Ankara"	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators"	"Armed conflicts and attacks"
20317	"police attack demonstrators in ankara"	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators with tear gas and water cannons in Ankara "	"Armed conflicts and attacks"
20317	"Police attack demonstrators."	"Armed conflicts and attacks"
20317	"Police attack demonstrators tear gas water cannons ankara anniversary foundation republic of turkey"	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators with tear gas"	"Armed conflicts and attacks"
20317	"water cannons in Ankara"	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators with tear gas and water cannons in Ankara "	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators."	"Armed conflicts and attacks"
20317	"Water cannons fired at Turkey protesters"	"Armed conflicts and attacks"
20317	"Police attack thousands of demonstrators with tear gas and water cannons in Ankara"	"Armed conflicts and attacks"
20317	"tear gas demonstrators ankara"	"Armed conflicts and attacks"
20317	"Police attack demonstrators ankara republic of turkey"	"Armed conflicts and attacks"
20318	"Penguin and Random House merge"	"Business and economics"
20318	"Penguin Random House"	"Business and economics"
20318	"Penquin and Random House merge"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House"	"Business and economics"
20318	"world's largest publisher"	"Business and economics"
20318	"penguin random house the world's largest publisher"	"Business and economics"
20318	"Penguin and Random House merge "	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House"	"Business and economics"
20318	"Penguin Random House"	"Business and economics"
20318	" Penguin Random House"	"Business and economics"
20318	"Penguin and Random House agree to merge"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House."	"Business and economics"
20318	"Penguin-Random House to Combine "	"Business and economics"
20318	" Penguin Random House"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House"	"Business and economics"
20318	"Penguin and Random House agree to merge"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House"	"Business and economics"
20318	"Penguin Random House"	"Business and economics"
20318	"Penguin and Random House agree to merge"	"Business and economics"
20318	"Penguin and Random House merge"	"Business and economics"
20318	"Penguin Random House,"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House"	"Business and economics"
20318	"Penguin and Random merge"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House,"	"Business and economics"
20318	"Penguin Random merge publisher"	"Business and economics"
20318	"Penguin Random House"	"Business and economics"
20318	"merge to form Penguin Random House"	"Business and economics"
20318	"Penguin and Random House merge to be the largest publisher"	"Business and economics"
20318	"penguin random house merger"	"Business and economics"
20318	"Penguin and Random House agree to merge to form Penguin Random House, the world's largest publisher. "	"Business and economics"
20318	"Penguin and Random House agree to merge "	"Business and economics"
20318	"Penguin and Random House agree to merge"	"Business and economics"
20318	"Penguin Random House"	"Business and economics"
20318	"Penguin Random House merger"	"Business and economics"
20319	"African migrant denied entry to Israel"	"International relations"
20319	"Human Rights Watch Africans asylum Israel"	"International relations"
20319	"Human Rights Watch."	"International relations"
20319	"African migrants 'denied entry' to Israel"	"International relations"
20319	"Human Rights Watch and other rights groups issue a report rejecting the Israeli government’s arguments against accepting Africans migrants"	"International relations"
20319	"Africans migrants seeking asylum in Israel "	"International relations"
20319	"denied entry into Israel"	"International relations"
20320	"Activists descend on the city of Paju to float 50,000."	"International relations"
20320	"activists paju north korea"	"International relations"
20320	"Activists descend on the city of Paju to float 50,000 propaganda leaflets."	"International relations"
20320	"North Korea protest float"	"International relations"
20320	"South Korea leaflets to North"	"International relations"
20320	"city of Paju to float 50,000 propaganda"	"International relations"
20320	"Activists descend on the city of Paju"	"International relations"
20320	"Activists descend on city of Paju"	"International relations"
20320	"Activists descend on the city of Paju to float 50,000."	"International relations"
20320	"South Korea leaflets to North"	"International relations"
20320	"local South Korean residents concerned at provoking a military response. "	"International relations"
20320	" 50,000 propaganda"	"International relations"
20320	"paju balloons"	"International relations"
20320	"South Korean residents "	"International relations"
20320	"South Korean residents concerned at provoking a military response."	"International relations"
20320	"Paju baloons north korea protest form south korea"	"International relations"
20320	"City of paju 50000 on baloon north korea protests north korean residents"	"International relations"
20320	"propaganda leaflets north Korea"	"International relations"
20320	"local South Korean residents concerned at provoking a military response. "	"International relations"
20320	"South Korea activists send leaflets to North "	"International relations"
20320	"Activists descend on the city of Paju to float 50,000 propaganda leaflets."	"International relations"
20321	"Damian Rzeszowski is sentenced"	"Law and crime"
20321	"Damian Rzeszowski is sentenced to 30 years in prison "	"Law and crime"
20321	"Damian Rzeszowski is sentenced to 30 years in prison for killing six people."	"Law and crime"
20321	"Damian Rzeszowski sentenced to 30 years"	"Law and crime"
20321	"Damian Rzeszowski is sentenced to 30 years in prison"	"Law and crime"
20321	"jersey man killed 6 people"	"Law and crime"
20322	"The U.S. Supreme Court declines to take on the review of an abortion-related appeal."	"Law and crime"
20322	"U.S. Supreme Court declines to take on the review of an abortion-related appeal"	"Law and crime"
20322	"U.S. Supreme Court declines to take on the review of an abortion-related appeal."	"Law and crime"
20322	"abortions for non-emergency reasons.U.S. Supreme Court declines"	"Law and crime"
20322	"US supreme court decline review abortion case oklahoma state"	"Law and crime"
20322	"review of an abortion-related appeal"	"Law and crime"
20322	"Supreme Court abortion oklahoma"	"Law and crime"
20322	"The U.S. Supreme Court declines to take on the review of an abortion-related appeal."	"Law and crime"
20322	"Oklahoma state constitution"	"Law and crime"
20322	"The U.S. Supreme Court declines to take on the review of an abortion-related appeal"	"Law and crime"
20322	"The U.S. Supreme Court"	"Law and crime"
20322	" "personhood" laws that endorse the viewpoint that human life begins at conception"	"Law and crime"
20322	"abortion-related appeal"	"Law and crime"
20322	"Supreme Court declines abortion case"	"Law and crime"
20322	"Oklahoma Supreme Court"	"Law and crime"
20322	"U.S. Supreme Court declines to take on the review of an abortion-related appeal"	"Law and crime"
20322	"Abortion related appeal at U.S Supreme Court"	"Law and crime"
20322	"U.S. Supreme Court declines to take on the review of an abortion-related appeal."	"Law and crime"
20323	"Registered child sex offenders in Simi Valley."	"Law and crime"
20323	"child sex offenders in Simi Valley"	"Law and crime"
20323	" sex offenders in Simi Valley, California"	"Law and crime"
20323	"what are all the restrictions of Simi Valley law?"	"Law and crime"
20323	"Child sex offenders in simi valley"	"Law and crime"
20323	" U.S. District Judge Percy Anderson"	"Law and crime"
20323	"sex offenders Halloween "	"Law and crime"
20323	"Registered child sex offenders in Simi Valley."	"Law and crime"
20323	"child sex offenders in Simi Valley will not have to post a sign outside their home this Halloween reading in part "no candy," "	"Law and crime"
20323	"Registered child sex offenders in Simi Valley, California"	"Law and crime"
20323	"California child sex offenders partial victory"	"Law and crime"
20323	"sex offenders Simi Valley Halloween"	"Law and crime"
20323	"child sex offenders in Simi Valley, California"	"Law and crime"
20324	"Fernando Haddad is elected mayor of São Paulo."	"Politics and elections"
20324	"Fernando Haddad is elected mayor of São Paulo,"	"Politics and elections"
20324	"fernando haddad"	"Politics and elections"
20324	"Fernando Haddad is elected mayor of São Paulo"	"Politics and elections"
20324	"Fernando Haddad is elected mayor of São Paulo"	"Politics and elections"
20324	"Fernando Haddad is elected mayor of São Paulo"	"Politics and elections"
20324	"mayor of São Paulo"	"Politics and elections"
20324	"Fernando Haddad mayor São Paulo"	"Politics and elections"
20324	"Fernando Haddad"	"Politics and elections"
20325	"Successor of the pope child picks"	"Politics and elections"
20325	"A shortlist of successors to the Coptic Pope is drawn up."	"Politics and elections"
20325	"Coptic Pope is drawn up"	"Politics and elections"
20325	"A shortlist of successors to the Coptic Pope is drawn up."	"Politics and elections"
20325	"shortlist of successors to the Coptic Pope is drawn up"	"Politics and elections"
20325	"A shortlist of successors to the Coptic Pope is drawn up."	"Politics and elections"
20325	"shortlist of successors to the Coptic Pope is drawn up"	"Politics and elections"
20325	"Blindfolded child will choose next pope for Egypt’s Coptic Orthodox church "	"Politics and elections"
20325	"successors to the Coptic Pope is drawn up a blindfolded child is then expected to pick from a list of three. "	"Politics and elections"
20325	"Shortlist of successor of coptic pope blindfolded child list of 3"	"Politics and elections"
20325	"shortlist of successors to the Coptic Pope is drawn up"	"Politics and elections"
20325	"Tweets that look like they come from a  newspaper headline"	"Politics and elections"
20325	"successors to the Coptic Pope"	"Politics and elections"
20325	"shortlist of successors to the Coptic Pope"	"Politics and elections"
20325	"A shortlist of successors to the Coptic Pope is drawn up"	"Politics and elections"
20325	"coptic pope successors picked by a child"	"Politics and elections"
20325	"Successor of coptic pope blindfold child list of three"	"Politics and elections"
20326	"Gunmen open fire at a mosque in the village of Dogo Dawa in the Nigerian state of Kaduna"	"Armed conflicts and attacks"
20326	" village of Dogo Dawa"	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque"	"Armed conflicts and attacks"
20326	"fire at a mosque in the village of Dogo Dawa"	"Armed conflicts and attacks"
20326	"Gunman fire mosque dogo dawa 20 people killed"	"Armed conflicts and attacks"
20326	"Fire at mosque in  Dogo Dawa"	"Armed conflicts and attacks"
20326	"is there not enough strong peace keeping force to stop blood shed in NIGERIA ?"	"Armed conflicts and attacks"
20326	"Shooting at mosque Nigeria"	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque in the village of Dogo Dawa in the Nigerian state of Kaduna, killing at least 20 people."	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque in the village of Dogo Dawa in the Nigerian state of Kaduna, killing at least 20 people. "	"Armed conflicts and attacks"
20326	"gunmen mosque nigeria kaduna"	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque."	"Armed conflicts and attacks"
20326	"Gunmen fire at a mosque in Dogo Dawa"	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque in the village of Dogo Dawa in the Nigerian state of Kaduna"	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque in the village of Dogo Dawa in the Nigerian state of Kaduna"	"Armed conflicts and attacks"
20326	"Gunmen open fire at a mosque in the village of Dogo Dawa"	"Armed conflicts and attacks"
20326	"Gunmen open fire at Nigerian mosque"	"Armed conflicts and attacks"
20326	"Gunmen fire at a mosque in Dogo Dawa"	"Armed conflicts and attacks"
20326	"mosque in the village of Dogo Dawa"	"Armed conflicts and attacks"
